1.072558689117431641e+01,2.526535272598266602e+00
6.470200061798095703e+00,6.467300057411193848e-01
7.856054306030273438e+00,7.209286689758300781e-01
5.128402709960937500e+00,2.002084970474243164e+00
1.255431175231933594e+01,4.494998931884765625e+00
9.263333320617675781e+00,4.112717151641845703e+00
1.227739906311035156e+01,5.269322395324707031e+00
6.476547718048095703e+00,2.296576976776123047e+00
1.253963470458984375e+01,6.317523002624511719e+00
6.797395229339599609e+00,1.880843877792358398e+00
1.015309715270996094e+01,1.312103867530822754e+00
9.060745239257812500e+00,4.091386318206787109e+00
1.045423984527587891e+01,4.735337257385253906e+00
9.511470794677734375e+00,3.417136192321777344e+00
1.418730974197387695e+00,1.817739963531494141e+00
9.150570869445800781e+00,1.449019551277160645e+00
9.987178802490234375e+00,3.316198110580444336e+00
1.194291782379150391e+01,6.333427906036376953e+00
9.809287071228027344e+00,9.752926230430603027e-01
1.141789245605468750e+01,4.511865139007568359e+00
1.009791755676269531e+01,3.429724693298339844e+00
7.821159362792968750e+00,6.125422120094299316e-01
1.085177135467529297e+01,1.789843082427978516e+00
1.175600337982177734e+01,5.065123558044433594e+00
1.082219696044921875e+01,5.013987064361572266e+00
1.018567371368408203e+01,2.198127746582031250e+00
1.093811798095703125e+01,1.691499233245849609e+00
9.724994659423828125e+00,3.766421318054199219e+00
1.091864776611328125e+01,2.202723264694213867e+00
1.251501083374023438e+01,6.278670310974121094e+00
1.034126567840576172e+01,3.584306240081787109e+00
6.633000373840332031e+00,1.008333444595336914e+00
9.719886779785156250e+00,1.305846095085144043e+00
8.503000259399414062e+00,1.511053323745727539e+00
1.036862945556640625e+01,4.736486434936523438e+00
9.630882263183593750e+00,2.248656511306762695e+00
9.420144081115722656e+00,1.664448142051696777e+00
1.011577796936035156e+01,3.610962867736816406e+00
5.565080165863037109e+00,1.796896010637283325e-01
1.172627449035644531e+01,4.888245105743408203e+00
8.190160751342773438e+00,3.422537565231323242e+00
1.155181121826171875e+01,2.332583427429199219e+00
1.010070991516113281e+01,2.263204813003540039e+00
5.085432052612304688e+00,1.446271181106567383e+00
1.100497245788574219e+01,3.745257854461669922e+00
5.927073955535888672e+00,1.468271255493164062e+00
7.929708957672119141e+00,7.049931287765502930e-01
1.186851406097412109e+01,5.275548458099365234e+00
7.535422801971435547e+00,1.892815381288528442e-01
5.769684791564941406e+00,1.482174277305603027e+00
1.297885704040527344e+01,5.721881866455078125e+00
6.648916244506835938e+00,2.508532762527465820e+00
6.800581455230712891e+00,1.816138923168182373e-01
5.383944034576416016e+00,1.033773660659790039e+00
6.666273117065429688e+00,3.346710698679089546e-03
8.799326896667480469e+00,2.182799339294433594e+00
1.041271495819091797e+01,2.125732421875000000e+00
9.652901649475097656e+00,4.217868328094482422e+00
1.534096121788024902e+00,3.192744731903076172e+00
1.225557994842529297e+01,5.508301258087158203e+00
8.685592651367187500e+00,1.264849662780761719e+00
8.016994476318359375e+00,5.350041985511779785e-01
7.123571395874023438e+00,2.250879526138305664e+00
7.321710586547851562e+00,2.447687864303588867e+00
9.155508995056152344e+00,1.171022176742553711e+00
1.066355800628662109e+01,3.173129081726074219e+00
1.282882976531982422e+01,6.047141075134277344e+00
1.093734931945800781e+01,2.489569664001464844e+00
4.265070438385009766e+00,8.772147893905639648e-01
8.916862487792968750e+00,3.661925315856933594e+00
7.246394157409667969e+00,4.332728385925292969e-01
1.104239368438720703e+01,4.266792297363281250e+00
1.134869575500488281e+01,3.635918378829956055e+00
1.154912757873535156e+01,3.437533140182495117e+00
1.221573066711425781e+01,5.741405487060546875e+00
1.155242538452148438e+01,4.175045967102050781e+00
1.231678199768066406e+01,4.722427368164062500e+00
7.838013172149658203e+00,2.726963758468627930e+00
4.154897212982177734e+00,1.073409676551818848e+00
6.630151271820068359e+00,2.384014368057250977e+00
7.739425182342529297e+00,2.705960988998413086e+00
8.995030403137207031e+00,2.070094108581542969e+00
1.088277530670166016e+01,2.078904151916503906e+00
1.233772277832031250e+01,5.552849769592285156e+00
1.046054077148437500e+01,4.809360027313232422e+00
1.226037406921386719e+01,5.475144863128662109e+00
7.577729225158691406e+00,1.167536973953247070e+00
8.425651550292968750e+00,2.249485015869140625e+00
1.193923568725585938e+01,4.689546108245849609e+00
1.017601585388183594e+01,7.530105113983154297e-01
8.931416511535644531e+00,3.171692609786987305e+00
1.235605955123901367e+00,4.227537155151367188e+00
1.197952556610107422e+01,5.419993877410888672e+00
-7.539356946945190430e-01,4.549529075622558594e+00
4.344510078430175781e+00,6.521008014678955078e-01
7.566405773162841797e+00,2.055338382720947266e+00
4.874225616455078125e+00,3.463582098484039307e-01
1.204368400573730469e+01,5.795524597167968750e+00
1.200004196166992188e+01,6.040400981903076172e+00
1.129426956176757812e+01,4.484788894653320312e+00
6.943096637725830078e+00,6.882410049438476562e-01
1.179877471923828125e+01,5.308290004730224609e+00
9.277395248413085938e+00,1.181551098823547363e+00
1.090409278869628906e+01,5.336387157440185547e+00
6.539008617401123047e+00,1.278383016586303711e+00
1.021552467346191406e+01,1.328334450721740723e+00
1.179159259796142578e+01,4.091717243194580078e+00
6.840947628021240234e+00,1.964814901351928711e+00
9.771982192993164062e+00,4.451241016387939453e+00
9.899237632751464844e+00,2.070958614349365234e+00
8.831846237182617188e+00,9.736849665641784668e-01
5.410828590393066406e+00,2.319412469863891602e+00
1.188867378234863281e+01,3.189635753631591797e+00
9.690870285034179688e+00,1.977471113204956055e+00
1.046053409576416016e+01,5.111682415008544922e+00
